


   31 ITUMBIARA      1185.00   1249.00   1965.00   1617.00   1101.00    558.00    428.00    367.00    341.00    548.00   1825.00   1548.00
   32 CACH.DOURAD    1255.00   1333.00   2059.00   1710.00   1163.00    601.00    462.00    395.00    365.00    579.00   1899.00   1635.00
   33 SAO SIMAO      2046.00   2441.00   3271.00   2914.00   1926.00   1170.00    928.00    787.00    720.00   1071.00   3019.00   2619.00
   34 I.SOLTEIRA     4588.00   5234.00   7821.00   6296.00   4312.00   2502.00   1989.00   1880.00   1861.00   2806.00   6011.00   5521.00
   37 BARRA BONIT     419.00    572.00    737.00    476.00    284.00    152.00    114.00    195.00    158.00    298.00    320.00    409.00
   38 A.S.LIMA        477.00    609.00    834.00    533.00    330.00    188.00    145.00    237.00    192.00    352.00    364.00    453.00
   39 IBITINGA        589.00    707.00    997.00    648.00    420.00    257.00    204.00    316.00    260.00    456.00    452.00    537.00
   40 PROMISSAO       658.00    787.00   1144.00    731.00    480.00    322.00    261.00    379.00    338.00    574.00    568.00    607.00
   42 NAVANHANDAV     683.00    823.00   1201.00    766.00    506.00    347.00    283.00    403.00    368.00    618.00    610.00    641.00
   43 T.IRMAOS        683.00    828.00   1256.00    797.00    533.00    359.00    294.00    406.00    380.00    630.00    606.00    701.00
   44 I.SOLT. EQV    5271.00   6062.00   9077.00   7093.00   4845.00   2861.00   2283.00   2286.00   2242.00   3436.00   6616.00   6222.00
   45 JUPIA          5619.00   6428.00   9557.00   7574.00   5338.00   3400.00   2727.00   2607.00   2608.00   3838.00   7020.00   6657.00
   46 P.PRIMAVERA    6666.00   7280.00  11001.00   8707.00   6424.00   4206.00   3496.00   3363.00   3562.00   4946.00   7610.00   7850.00
   47 A.A.LAYDNER     156.00    132.00    223.00    144.00    142.00    145.00    114.00    151.00    130.00    174.00    149.00    164.00
   48 PIRAJU          159.00    135.00    228.00    147.00    144.00    149.00    116.00    154.00    134.00    178.00    152.00    167.00
   49 CHAVANTES       228.00    202.00    327.00    214.00    210.00    220.00    172.00    223.00    210.00    282.00    220.00    228.00
   50 L.N. GARCEZ     338.00    307.00    488.00    322.00    308.00    325.00    260.00    345.00    308.00    417.00    321.00    328.00
   51 CANOAS II       346.00    314.00    501.00    330.00    315.00    333.00    266.00    353.00    315.00    427.00    328.00    335.00
   52 CANOAS I        364.00    330.00    528.00    348.00    331.00    350.00    280.00    373.00    331.00    449.00    344.00    351.00
   54 STA BRANCA       58.00     50.00    190.00     96.00    142.00     78.00     49.00     38.00     48.00    175.00    114.00     52.00
   55 TIBAGI MONT      76.00     67.00    218.00    114.00    164.00     85.00     57.00     49.00     51.00    191.00    127.00     62.00
   57 MAUA            123.00    109.00    344.00    181.00    259.00    136.00     93.00     81.00     84.00    302.00    202.00    101.00
   58 SAO JERONIM     250.00    185.00    409.00    216.00    234.00    196.00    143.00    185.00    184.00    480.00    335.00    241.00
   61 CAPIVARA        842.00    685.00   1311.00    762.00    779.00    725.00    554.00    728.00    684.00   1368.00    985.00    812.00
   62 TAQUARUCU       906.00    728.00   1386.00    811.00    817.00    784.00    606.00    786.00    742.00   1440.00   1062.00    875.00
   63 ROSANA         1055.00    842.00   1551.00    928.00    917.00    922.00    727.00    924.00    877.00   1618.00   1239.00   1021.00
   65 S GDE CHOPI      60.00     87.00    119.00     68.00    159.00     43.00     43.00     28.00    107.00    216.00    119.00     46.00
   66 ITAIPU        10345.00   9632.00  16067.00  12100.00  10100.00   7467.00   6019.00   6217.00   6646.00  10862.00  12262.00  11822.00
   70 JORDAO           10.00     10.00     10.00     10.00     18.00     10.00     10.00     10.00     10.00     48.00     10.00     10.00
   71 STA CLARA P      72.00     94.00    107.00     78.00    155.00     74.00     60.00     36.00     77.00    160.00     84.00     41.00
   72 FUNDAO           78.00     98.00    114.00     83.00    162.00     77.00     63.00     38.00     81.00    172.00     91.00     45.00
   73 JORDAO          104.00    114.00    140.00    101.00    192.00     88.00     76.00     48.00    100.00    222.00    122.00     61.00
   74 G.B.MUNHOZ      412.00    483.00    691.00    589.00    711.00    242.00    238.00    175.00    475.00   1468.00    631.00    280.00
   75 SEGREDO         636.00    664.00    958.00    769.00   1018.00    372.00    374.00    258.00    661.00   1878.00    919.00    411.00
   76 SEGREDO         542.00    560.00    828.00    678.00    844.00    294.00    308.00    220.00    571.00   1705.00    807.00    360.00
   77 SLT.SANTIAG     712.00    763.00   1107.00    849.00   1194.00    425.00    437.00    299.00    790.00   2155.00   1077.00    472.00
   78 SALTO OSORI     739.00    793.00   1167.00    871.00   1239.00    437.00    463.00    309.00    836.00   2231.00   1149.00    493.00
   80 SAO JOAO         38.00     56.00     76.00     44.00    102.00     27.00     28.00     18.00     69.00    138.00     76.00     30.00
   81 BAIXO IGUAC     978.00   1121.00   1618.00   1126.00   1830.00    601.00    630.00    418.00   1226.00   3060.00   1600.00    853.00
   83 CACHOEIRINH      41.00     60.00     81.00     47.00    109.00     29.00     30.00     19.00     73.00    148.00     82.00     32.00
   85 PAI QUERE       105.00     71.00     63.00     64.00    278.00    153.00    210.00    148.00    287.00    171.00    162.00    102.00
   88 SAO ROQUE       187.00    177.00    250.00    132.00    277.00     62.00    113.00    101.00    417.00    266.00    218.00    146.00
   89 GARIBALDI       221.00    208.00    293.00    161.00    342.00     85.00    160.00    136.00    513.00    325.00    265.00    176.00
   92 ITA             904.00    716.00    994.00    550.00   1833.00    562.00    882.00    661.00   1752.00   1518.00   1178.00    754.00
   93 PASSO FUNDO      58.00     42.00     54.00     30.00    107.00     38.00     45.00     38.00    109.00    105.00     94.00     56.00
   94 FOZ CHAPECO    1251.00   1017.00   1435.00    734.00   2412.00    680.00   1053.00    814.00   2245.00   2197.00   1638.00    975.00
   97 MONTE CLARO     180.00    123.00    149.00    165.00    494.00    286.00    518.00    362.00    527.00    529.00    397.00    228.00
   98 CASTRO ALVE      99.00     80.00     99.00    106.00    339.00    211.00    371.00    229.00    337.00    377.00    232.00    109.00
   99 ESPORA           77.00     83.00     81.00     87.00     73.00     59.00     54.00     52.00     55.00     69.00     93.00     75.00
  100 CUBATAO           5.00      6.00      6.00      5.00      4.00      4.00      4.00      3.00      4.00      5.00      5.00      5.00
  101 SALTO PILAO      96.00    100.00    111.00     78.00     82.00     39.00     34.00     45.00    180.00    113.00     66.00     56.00
  102 SAO JOSE        331.00    196.00    419.00    232.00    492.00    162.00    192.00    128.00    295.00    279.00    593.00    343.00
  103 PASSO SAO J     344.00    202.00    436.00    238.00    508.00    167.00    200.00    132.00    304.00    289.00    612.00    360.00
  104 TRAICAO          51.00    108.00    116.00     60.00     60.00     33.00     28.00     29.00     31.00     48.00     45.00     37.00
  109 PEDREIRA         23.00     55.00     63.00     29.00     33.00     15.00     13.00     13.00     14.00     24.00     23.00     15.00
  110 ERNESTINA        49.00     41.00     40.00     34.00     65.00     40.00     43.00     50.00     79.00     63.00     57.00     42.00
  111 PASSO REAL      275.00    182.00    238.00    172.00    370.00    202.00    244.00    194.00    370.00    313.00    384.00    286.00
  112 JACUI           279.00    183.00    241.00    175.00    374.00    204.00    248.00    196.00    375.00    316.00    390.00    288.00
  113 ITAUBA          377.00    196.00    312.00    240.00    489.00    275.00    333.00    249.00    487.00    380.00    508.00    334.00
  114 D.FRANCISCA     486.00    210.00    389.00    313.00    617.00    357.00    425.00    308.00    612.00    452.00    638.00    383.00
  115 G.P.SOUZA        24.00     30.00     22.00     21.00     34.00     18.00     15.00     14.00      9.00     27.00     20.00     18.00
  116 HENRY BORDE       5.00     13.00     14.00      7.00      8.00      3.00      3.00      3.00      3.00      5.00      5.00      3.00
  117 GUARAPIRANG      28.00     53.00     53.00     31.00     27.00     18.00     15.00     16.00     17.00     24.00     22.00     22.00
  118 BILLINGS         23.00     55.00     63.00     29.00     33.00     15.00     13.00     13.00     14.00     24.00     23.00     15.00
  119 BILLINGS_PE      28.00     68.00     77.00     36.00     41.00     18.00     16.00     16.00     17.00     29.00     28.00     18.00
  120 JAGUARI          29.00     29.00     36.00     25.00     20.00     10.00      9.00     12.00      9.00     19.00     23.00     25.00
  121 PARAIBUNA        74.00     83.00    108.00     65.00     70.00     38.00     32.00     39.00     34.00     58.00     88.00     60.00
  122 SANTA BRANC      86.00     95.00    128.00     76.00     78.00     42.00     35.00     43.00     37.00     65.00     98.00     74.00
  123 FUNIL           239.00    241.00    374.00    211.00    182.00     94.00     76.00    103.00     79.00    154.00    229.00    239.00
  125 STA CECILIA     294.00    306.00    484.00    277.00    242.00    116.00     89.00    120.00     93.00    176.00    285.00    285.00
  126 SIMPLICIO       213.00    235.00    340.00    190.00    129.00     55.00     24.00     48.00     37.00     71.00    223.00    250.00
  127 ANTA_ARTF       303.00    325.00    547.00    280.00    219.00    145.00    114.00    138.00    127.00    161.00    313.00    340.00
  129 ANTA            476.00    519.00    747.00    467.00    406.00    234.00    182.00    219.00    191.00    282.00    494.00    514.00
  130 I. POMBOS       527.00    575.00    826.00    509.00    448.00    260.00    216.00    256.00    228.00    312.00    535.00    555.00
  131 NILO PECANH     144.00    144.00    144.00    144.00    144.00     78.00     60.00     77.00     60.00    113.00    144.00    144.00
  132 LAJES            13.00     34.00     36.00     25.00     34.00     15.00     11.00      6.00      6.00     11.00     20.00     13.00
  134 SALTO GRAND      79.00     91.00    107.00     77.00     55.00     47.00     40.00     38.00     36.00     48.00    133.00    153.00
  135 BARRA BRAUN     208.00    188.00    159.00    117.00     89.00     76.00     67.00     59.00     60.00     70.00    109.00    173.00
  141 BAGUARI         354.00    308.00    363.00    286.00    225.00    187.00    159.00    167.00    139.00    172.00    390.00    475.00
  144 MASCARENHAS     581.00    473.00    511.00    403.00    325.00    320.00    278.00    283.00    221.00    254.00    556.00    717.00
  145 RONDON II       136.00    152.00    140.00    142.00     97.00     79.00     64.00     61.00     56.00     77.00     90.00    115.00
  148 AIMORES         509.00    417.00    462.00    364.00    291.00    276.00    238.00    244.00    193.00    225.00    500.00    631.00
  149 CANDONGA         99.00     84.00    111.00    104.00     84.00     50.00     41.00     51.00     44.00     57.00    120.00    145.00
  154 SAO DOMINGO     152.00    144.00    155.00    144.00    133.00    134.00    125.00    119.00    131.00    135.00    121.00    135.00
  155 RETIRO BAIX      68.00     76.00     89.00     60.00     42.00     36.00     32.00     35.00     37.00     44.00     88.00     85.00
  156 TRES MARIAS     456.00    555.00    918.00    464.00    355.00    120.00     80.00     72.00     68.00    161.00    728.00    666.00
  158 QUEIMADO         30.00     26.00     47.00     60.00     41.00     16.00     14.00     12.00     11.00     14.00     39.00     38.00
  160 ALTO TIET�        6.00     21.00     24.00     12.00     11.00      4.00      4.00      4.00      4.00      8.00      8.00      8.00
  161 E.SOUZA         189.00    354.00    347.00    171.00    127.00     52.00     44.00     56.00     66.00    113.00    110.00    128.00
  164 E.SOUZA         138.00    246.00    231.00    111.00     67.00     19.00     16.00     27.00     35.00     65.00     65.00     91.00
  168 SOBRADINHO     1153.00    849.00   1200.00   1415.00    854.00    418.00    348.00    352.00    330.00    345.00    985.00   1942.00
  169 SOBRADINHO     1732.00   1172.00   2065.00   2163.00   1299.00    573.00    458.00    435.00    396.00    455.00   1329.00   2908.00
  171 ITAPARICA F       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00     36.00
  172 ITAPARICA      1787.00   1156.00   2071.00   2183.00   1341.00    583.00    461.00    434.00    402.00    445.00   1200.00   2989.00
  173 MOXOTO         1787.00   1156.00   2071.00   2183.00   1341.00    583.00    461.00    434.00    402.00    445.00   1200.00   2989.00
  175 P.AFONSO 12    1787.00   1156.00   2071.00   2183.00   1341.00    583.00    461.00    434.00    402.00    445.00   1200.00   2989.00
  176 COMP. MOXOT    1787.00   1156.00   2071.00   2183.00   1341.00    583.00    461.00    434.00    402.00    445.00   1200.00   2989.00
  178 XINGO          1821.00   1136.00   2051.00   2195.00   1366.00    588.00    462.00    433.00    405.00    441.00   1135.00   3001.00
  183 SA CARVALHO      65.00     65.00     79.00     54.00     40.00     30.00     25.00     27.00     23.00     33.00     65.00     79.00
  187 COUTO MAGAL     122.00    123.00    122.00    101.00     87.00     77.00     68.00     62.00     61.00     68.00     86.00    112.00
  188 ITAPEBI         167.00    134.00    117.00    111.00     58.00     57.00     40.00     33.00     25.00     27.00    224.00    299.00
  190 B. ESPERANC     317.00    424.00    530.00    630.00    348.00    245.00    218.00    195.00    193.00    233.00    251.00    421.00
  191 CANA BRAVA      453.00    555.00    975.00   1044.00    470.00    252.00    183.00    144.00    125.00    209.00    549.00    810.00
  196 ROSAL            25.00     31.00     29.00     30.00     22.00     20.00     16.00     18.00     12.00     16.00     47.00     58.00
  197 PICADA           28.00     26.00     34.00     25.00     19.00     15.00     12.00     15.00     14.00     20.00     37.00     43.00
  198 SOBRAGI          48.00     54.00     66.00     43.00     34.00     33.00     31.00     35.00     32.00     35.00     64.00     73.00
  199 ITAOCARA I      552.00    602.00    865.00    533.00    469.00    272.00    226.00    268.00    239.00    327.00    560.00    581.00
  201 TOCOS             9.00     24.00     27.00     18.00     24.00     11.00      8.00      4.00      4.00      8.00     14.00      9.00
  202 LAJES             4.00     10.00     11.00      7.00     10.00      4.00      3.00      2.00      2.00      3.00      6.00      4.00
  203 SANTANA          13.00     34.00     40.00     27.00     35.00     16.00     12.00      6.00      6.00     11.00     21.00     14.00
  204 CACH.CALDEI    1595.00   1608.00   1259.00   1759.00   2874.00   1825.00   1466.00    880.00    551.00    251.00    190.00   1134.00
  205 CORUMBA IV       73.00     91.00    154.00    168.00     94.00     47.00     36.00     32.00     25.00     52.00    121.00    102.00
  206 MIRANDA         268.00    342.00    547.00    327.00    240.00    109.00     92.00     79.00     75.00    131.00    390.00    337.00
  207 CAPIM BRANC     271.00    342.00    549.00    329.00    241.00    110.00     92.00     80.00     76.00    132.00    390.00    338.00
  209 CORUMBA I       262.00    287.00    459.00    505.00    321.00    172.00    133.00    109.00     93.00    152.00    428.00    358.00
  211 FUNIL-GRAND     229.00    232.00    349.00    203.00    144.00     94.00     77.00     96.00     84.00    129.00    240.00    314.00
  215 BARRA GRAND     197.00    134.00    118.00    120.00    523.00    288.00    394.00    278.00    540.00    321.00    305.00    192.00
  216 CAMPOS NOVO     262.00    230.00    326.00    177.00    413.00     96.00    194.00    153.00    587.00    375.00    307.00    206.00
  217 MACHADINHO      600.00    451.00    578.00    383.00   1182.00    450.00    736.00    553.00   1358.00    935.00    859.00    555.00
  220 MONJOLINHO      100.00     72.00     93.00     51.00    181.00     64.00     77.00     66.00    188.00    178.00    163.00     97.00
  222 SALTO CAXIA     905.00   1035.00   1497.00   1060.00   1681.00    556.00    583.00    387.00   1134.00   2831.00   1480.00    621.00
  225 SLT APIACAS     379.00    476.00    511.00    376.00    187.00     75.00     40.00     25.00     20.00     31.00     76.00    213.00
  227 SINOP          1038.00   1436.00   1693.00   1391.00    892.00    648.00    473.00    385.00    367.00    473.00    610.00   1092.00
  228 COLIDER        1116.00   1487.00   1809.00   1489.00    935.00    656.00    528.00    431.00    412.00    512.00    766.00   1195.00
  229 TELES PIRES    3033.00   3181.00   4801.00   4724.00   2489.00   1436.00    888.00    684.00    560.00    810.00   1361.00   2882.00
  230 SAO MANOEL     3047.00   3185.00   4819.00   4765.00   2519.00   1452.00    894.00    688.00    561.00    811.00   1355.00   2894.00
  237 BARRA BONIT     484.00    705.00    876.00    547.00    351.00    187.00    144.00    227.00    192.00    352.00    372.00    455.00
  238 A.S.LIMA        542.00    742.00    973.00    604.00    397.00    223.00    175.00    269.00    227.00    406.00    416.00    499.00
  239 IBITINGA        654.00    840.00   1136.00    719.00    487.00    292.00    234.00    348.00    294.00    511.00    504.00    583.00
  240 PROMISSAO       723.00    920.00   1283.00    802.00    547.00    357.00    291.00    411.00    372.00    628.00    620.00    653.00
  241 SALTO DO RI     197.00    244.00    279.00    246.00    202.00    127.00    109.00    102.00    106.00    140.00    292.00    182.00
  242 NAVANHANDAV     748.00    956.00   1340.00    837.00    573.00    382.00    313.00    435.00    402.00    673.00    661.00    687.00
  243 T.IRMAOS        748.00    961.00   1395.00    868.00    600.00    394.00    324.00    438.00    415.00    685.00    657.00    747.00
  244 I.SOLT. EQV    5336.00   6195.00   9216.00   7164.00   4912.00   2896.00   2313.00   2318.00   2276.00   3491.00   6668.00   6268.00
  245 JUPIA          5684.00   6561.00   9696.00   7645.00   5405.00   3435.00   2757.00   2639.00   2642.00   3893.00   7072.00   6703.00
  246 P.PRIMAVERA    6731.00   7413.00  11140.00   8778.00   6491.00   4241.00   3526.00   3395.00   3596.00   5001.00   7661.00   7896.00
  247 CACU            209.00    230.00    278.00    265.00    188.00    112.00     90.00     75.00     77.00    117.00    272.00    186.00
  248 BARRA DOS C     220.00    239.00    290.00    275.00    196.00    117.00     94.00     79.00     80.00    121.00    282.00    192.00
  249 OURINHOS        233.00    206.00    333.00    218.00    214.00    224.00    175.00    227.00    214.00    287.00    224.00    232.00
  251 SERRA FACAO     151.00    145.00    225.00    222.00    142.00     61.00     43.00     42.00     36.00     52.00    240.00    186.00
  252 ITIQUIRA II      89.00    103.00    110.00     95.00     80.00     63.00     53.00     47.00     47.00     65.00     81.00    100.00
  253 SAO SALVADO     497.00    597.00   1080.00   1156.00    517.00    274.00    198.00    157.00    133.00    222.00    580.00    858.00
  254 P.CAVALO          8.00      6.00    190.00    117.00     19.00     49.00     20.00      9.00      4.00      3.00      3.00    153.00
  255 IRAPE            52.00    102.00     57.00     48.00     22.00     14.00     11.00     11.00     11.00     23.00    109.00    146.00
  257 PEIXE ANGIC     805.00    986.00   1977.00   1947.00    837.00    438.00    311.00    251.00    195.00    346.00    875.00   1328.00
  258 MURTA            67.00    106.00     65.00     56.00     27.00     20.00     15.00     14.00     13.00     24.00    124.00    166.00
  259 ITIQUIRA I       89.00    103.00    110.00     95.00     80.00     63.00     53.00     47.00     47.00     65.00     81.00    100.00
  261 FOZ DO RIO      238.00    255.00    311.00    294.00    211.00    126.00    101.00     84.00     85.00    130.00    299.00    202.00
  262 GUILMAN-AMO      60.00     61.00     76.00     51.00     37.00     28.00     22.00     24.00     22.00     31.00     61.00     75.00
  263 P. ESTRELA       83.00     93.00    109.00     79.00     57.00     50.00     42.00     40.00     37.00     49.00    136.00    157.00
  265 TRAIRA           27.00     18.00     17.00     13.00     11.00     15.00     13.00     13.00      9.00      9.00     18.00     26.00
  266 ITAIPU        10410.00   9765.00  16206.00  12171.00  10167.00   7502.00   6049.00   6249.00   6681.00  10916.00  12314.00  11868.00
  267 BAU I            98.00     83.00    110.00    103.00     83.00     50.00     41.00     51.00     44.00     57.00    119.00    144.00
  269 BALBINA         627.00    594.00    430.00    857.00   1628.00    816.00    636.00    309.00    257.00    158.00    354.00    647.00
  270 SERRA MESA      410.00    508.00    862.00    939.00    426.00    230.00    168.00    132.00    117.00    194.00    513.00    756.00
  271 ESTREITO TO    2399.00   2928.00   5334.00   6292.00   2657.00   1359.00    984.00    866.00    706.00   1061.00   1934.00   3481.00
  273 LAJEADO        1140.00   1350.00   2815.00   2894.00   1216.00    622.00    436.00    353.00    262.00    456.00   1121.00   1789.00
  274 S. QUEBRADA    3143.00   3808.00   6881.00   8067.00   4059.00   1566.00    939.00    697.00    534.00    737.00   1723.00   3699.00
  275 TUCURUI        9210.00  11254.00  19202.00  23740.00  12673.00   4426.00   2464.00   1741.00   1359.00   1589.00   3547.00   9485.00
  276 SANTA ISABE    5122.00   6287.00  10402.00  13232.00   7272.00   2415.00   1287.00    881.00    696.00    719.00   1540.00   4885.00
  277 CURUA-UNA       241.00    262.00    394.00    535.00    418.00    248.00    167.00    124.00    118.00     90.00    111.00    235.00
  278 MANSO           161.00    294.00    249.00    189.00    102.00     66.00     56.00     53.00     57.00     85.00    150.00    168.00
  279 SAMUEL          979.00   1258.00   1206.00    848.00    414.00    155.00     56.00     98.00     44.00     57.00    256.00    725.00
  280 COARACY NUN    1599.00   1613.00   1266.00   1760.00   2881.00   1833.00   1471.00    884.00    553.00    252.00    190.00   1135.00
  281 PONTE PEDRA      91.00    101.00    100.00     91.00     82.00     77.00     73.00     71.00     70.00     84.00     96.00     86.00
  282 OLHO DAGUA       94.00    102.00     99.00    107.00     89.00     72.00     66.00     64.00     67.00     85.00    114.00     92.00
  283 STA CLARA M      44.00     17.00     11.00     31.00     23.00     26.00     16.00      8.00      8.00      8.00     58.00    124.00
  284 14 DE JULHO     190.00    129.00    156.00    171.00    505.00    294.00    537.00    380.00    551.00    545.00    421.00    245.00
  285 JIRAU         30524.00  39481.00  42764.00  36611.00  29189.00  18713.00   9712.00   6296.00   4634.00   5745.00  13653.00  25337.00
  286 QUEBRA QUEI      83.00     97.00    121.00     88.00    136.00     41.00     38.00     34.00     81.00    185.00     89.00     59.00
  287 STO ANTONIO   30876.00  39776.00  43410.00  37501.00  29833.00  19305.00  10037.00   6429.00   4749.00   5647.00  13482.00  25504.00
  288 PIMENTAL       7886.00   9893.00  15597.00  19051.00  14003.00   5806.00   2385.00   1300.00    965.00    937.00   1591.00   6681.00
  289 ITUMIRIM         62.00     67.00     65.00     70.00     59.00     48.00     44.00     42.00     44.00     56.00     75.00     60.00
  290 STO ANT JAR    1037.00   1197.00    873.00   1435.00   2570.00   2591.00   1865.00   1132.00    728.00    419.00    252.00    762.00
  291 DARDANELOS      471.00    512.00    566.00    495.00    395.00    230.00    118.00     70.00     59.00     95.00    173.00    393.00
  292 BELO MONTE     6786.00   8293.00  11597.00  11051.00  10003.00   3806.00   1185.00    400.00    215.00    237.00    791.00   5781.00
  293 BELO MONTE     1652.00   2293.00   5092.00   9334.00   4980.00   2406.00   1367.00    991.00    818.00    766.00    911.00   1368.00
  294 SALTO           180.00    227.00    252.00    226.00    184.00    116.00    100.00     94.00     98.00    130.00    272.00    169.00
  295 JAURU            88.00     89.00     84.00     94.00     83.00     72.00     68.00     66.00     66.00     69.00     80.00     80.00
  296 GUAPORE          41.00     40.00     41.00     44.00     40.00     34.00     32.00     31.00     31.00     33.00     41.00     39.00
  297 FERREIRA GO    1612.00   1625.00   1279.00   1770.00   2904.00   1850.00   1484.00    892.00    559.00    255.00    190.00   1142.00
  298 STA CECILIA     160.00    160.00    160.00    160.00    152.00     73.00     56.00     75.00     58.00    110.00    160.00    160.00
  299 I. POMBOS       354.00    381.00    626.00    322.00    261.00    171.00    148.00    175.00    164.00    191.00    354.00    381.00
  300 POSTO ZERO        0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  301 BILLINGS AN      23.00     55.00     63.00     29.00     33.00     15.00     13.00     13.00     14.00     24.00     23.00     15.00
  302 PIMENTAL AR    1100.00   1600.00   4000.00   8000.00   4000.00   2000.00   1200.00    900.00    750.00    700.00    800.00    900.00
  303 FONTES           33.00     43.00     48.00     42.00     36.00     15.00     11.00      6.00      6.00     11.00     40.00     34.00
  304 SANTANA           0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  306 P. PASSOS       177.00    187.00    192.00    186.00    180.00     93.00     71.00     83.00     66.00    124.00    184.00    178.00
  313 ITAGUACU        320.00    358.00    362.00    280.00    196.00    154.00    129.00    112.00    115.00    142.00    184.00    258.00
  314 ITAOCARA I      379.00    408.00    665.00    346.00    282.00    183.00    158.00    187.00    175.00    206.00    379.00    407.00
  315 SANTANA         164.00    170.00    175.00    169.00    163.00     78.00     60.00     77.00     60.00    113.00    167.00    165.00
  316 VIGARIO         164.00    170.00    175.00    169.00    163.00     78.00     60.00     77.00     60.00    113.00    167.00    165.00
  317 TOCOS             0.00      0.00      2.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  318 HENRY BORDE      70.00    146.00    153.00     78.00     75.00     38.00     33.00     35.00     38.00     60.00     56.00     49.00
  319 BILLINGS         65.00    133.00    139.00     71.00     67.00     35.00     30.00     32.00     34.00     54.00     52.00     46.00
  320 BILLINGS_PE      28.00     68.00     77.00     36.00     41.00     18.00     16.00     16.00     17.00     29.00     28.00     18.00
