********* DUMMY
********* DUMMY
 MESPLAN=            1  ANOPLAN=         2018
   24 EMBORCACAO      259.00    403.00    284.00    166.00    157.00    100.00     77.00     61.00     47.00     50.00    190.00    534.00
   25 NOVA PONTE      289.00    320.00    207.00    150.00    158.00    117.00     88.00     66.00     50.00     76.00    146.00    338.00
   28 CAPIM BRANC     306.00    339.00    225.00    163.00    169.00    126.00     93.00     71.00     53.00     76.00    158.00    364.00
   31 ITUMBIARA      1096.00   1372.00   1048.00    759.00    670.00    445.00    329.00    258.00    189.00    250.00    746.00   1742.00
   32 CACH.DOURAD    1172.00   1463.00   1144.00    845.00    736.00    489.00    362.00    285.00    205.00    263.00    784.00   1853.00
   33 SAO SIMAO      1926.00   2361.00   2066.00   1658.00   1365.00    898.00    684.00    541.00    366.00    409.00   1214.00   2922.00
   34 I.SOLTEIRA     5545.00   5695.00   5200.00   3960.00   3660.00   2569.00   1992.00   1685.00   1231.00   1374.00   3116.00   5929.00
   37 BARRA BONIT     828.00    578.00    496.00    365.00    617.00    496.00    238.00    252.00    151.00    225.00    396.00    287.00
   38 A.S.LIMA        925.00    669.00    577.00    424.00    706.00    562.00    286.00    295.00    185.00    257.00    448.00    324.00
   39 IBITINGA       1119.00    840.00    731.00    539.00    877.00    687.00    376.00    378.00    252.00    321.00    548.00    398.00
   40 PROMISSAO      1312.00    976.00    835.00    635.00   1046.00    817.00    456.00    477.00    310.00    382.00    719.00    502.00
   42 NAVANHANDAV    1385.00   1033.00    878.00    669.00   1114.00    869.00    489.00    516.00    334.00    403.00    786.00    543.00
   43 T.IRMAOS       1401.00   1111.00    927.00    669.00   1151.00    900.00    512.00    528.00    355.00    391.00    805.00    603.00
   44 I.SOLT. EQV    6946.00   6806.00   6127.00   4629.00   4811.00   3469.00   2504.00   2213.00   1586.00   1765.00   3921.00   6532.00
   45 JUPIA          7594.00   7536.00   6776.00   5213.00   5284.00   3893.00   2914.00   2652.00   1984.00   2234.00   4459.00   7135.00
   46 P.PRIMAVERA    8648.00   9261.00   7930.00   6409.00   6772.00   5174.00   3778.00   3655.00   2726.00   3076.00   5354.00   8480.00
   47 A.A.LAYDNER     441.00    419.00    245.00    249.00    390.00    479.00    237.00    195.00    135.00    160.00    296.00    238.00
   48 PIRAJU          454.00    433.00    251.00    254.00    403.00    494.00    242.00    201.00    138.00    165.00    307.00    248.00
   49 CHAVANTES       741.00    650.00    382.00    375.00    642.00    814.00    360.00    316.00    204.00    278.00    546.00    462.00
   50 L.N. GARCEZ     937.00    848.00    574.00    536.00    896.00   1054.00    508.00    465.00    304.00    398.00    744.00    614.00
   51 CANOAS II       947.00    863.00    588.00    548.00    915.00   1073.00    519.00    476.00    312.00    405.00    759.00    625.00
   52 CANOAS I        973.00    891.00    619.00    573.00    955.00   1113.00    543.00    500.00    329.00    423.00    791.00    648.00
   54 STA BRANCA      144.00    155.00    114.00     96.00    189.00    405.00    101.00    105.00     55.00    177.00    371.00    208.00
   57 MAUA            278.00    298.00    218.00    181.00    344.00    743.00    179.00    182.00     96.00    306.00    664.00    373.00
   58 SAO JERONIM     471.00    450.00    339.00    254.00    552.00    821.00    271.00    275.00    165.00    341.00    836.00    525.00
   61 CAPIVARA       1875.00   1752.00   1268.00   1059.00   2011.00   2685.00   1061.00   1026.00    645.00   1075.00   2391.00   1653.00
   62 TAQUARUCU      1920.00   1817.00   1317.00   1101.00   2084.00   2747.00   1112.00   1085.00    696.00   1102.00   2498.00   1696.00
   63 ROSANA         2079.00   1994.00   1470.00   1236.00   2301.00   2956.00   1263.00   1247.00    814.00   1204.00   2720.00   1817.00
   65 S GDE CHOPI     114.00     74.00     95.00     55.00    137.00    244.00     46.00     47.00     17.00    260.00    327.00    110.00
   66 ITAIPU        13111.00  15215.00  11859.00  10623.00  12884.00  13233.00   7391.00   7169.00   5281.00   7008.00  13225.00  14572.00
   70 JORDAO           10.00     10.00     10.00     10.00     10.00     92.00     10.00     10.00     10.00     10.00    116.00     20.00
   71 STA CLARA P     102.00    108.00     67.00     42.00    121.00    199.00     51.00     53.00     25.00    118.00    221.00    161.00
   72 FUNDAO          111.00    118.00     73.00     46.00    129.00    213.00     54.00     56.00     27.00    130.00    235.00    168.00
   73 JORDAO          144.00    160.00     97.00     61.00    164.00    265.00     68.00     69.00     36.00    179.00    290.00    193.00
   74 G.B.MUNHOZ      962.00    817.00    449.00    259.00    610.00   1172.00    222.00    320.00    158.00    703.00    845.00    363.00
   75 SEGREDO        1266.00   1183.00    662.00    386.00    922.00   1634.00    354.00    445.00    232.00   1107.00   1312.00    664.00
   76 SEGREDO        1132.00   1033.00    575.00    335.00    768.00   1461.00    296.00    386.00    206.00    938.00   1138.00    491.00
   77 SLT.SANTIAG    1405.00   1279.00    783.00    457.00   1064.00   2020.00    418.00    506.00    261.00   1392.00   1807.00    815.00
   78 SALTO OSORI    1458.00   1311.00    831.00    482.00   1101.00   2150.00    444.00    524.00    270.00   1473.00   1979.00    868.00
   80 SAO JOAO         73.00     48.00     61.00     35.00     88.00    157.00     30.00     30.00     11.00    167.00    210.00     70.00
   81 BAIXO IGUAC    1917.00   1641.00   1182.00    685.00   1601.00   3059.00    618.00    708.00    343.00   2373.00   3121.00   1268.00
   83 CACHOEIRINH      78.00     51.00     65.00     37.00     94.00    168.00     32.00     32.00     12.00    178.00    224.00     75.00
   85 PAI QUERE       151.00     71.00     35.00     65.00    290.00    492.00     43.00     71.00     32.00    141.00     69.00     80.00
   88 SAO ROQUE       326.00    152.00    109.00     82.00    337.00   1085.00     72.00    108.00     44.00    128.00    153.00    104.00
   89 GARIBALDI       380.00    179.00    129.00     98.00    416.00   1292.00    114.00    144.00     61.00    157.00    189.00    126.00
   92 ITA            1158.00    643.00    451.00    499.00   2054.00   4336.00    412.00    523.00    231.00    929.00    752.00    427.00
   93 PASSO FUNDO      32.00     31.00     32.00     94.00    195.00    246.00     38.00     48.00     22.00     85.00     80.00     33.00
   94 FOZ CHAPECO    1331.00    788.00    593.00    735.00   2471.00   5885.00    533.00    721.00    338.00   1330.00   1124.00    548.00
   97 MONTE CLARO     236.00     87.00    143.00    185.00    504.00    797.00     77.00    113.00    109.00    457.00    191.00    121.00
   98 CASTRO ALVE     170.00     52.00     82.00    106.00    284.00    471.00     38.00     59.00     67.00    317.00    111.00     72.00
   99 ESPORA           88.00    105.00     90.00     80.00     69.00     63.00     55.00     57.00     50.00     53.00     66.00     84.00
  100 CUBATAO           5.00      6.00      6.00      5.00      4.00      4.00      4.00      3.00      4.00      5.00      5.00      5.00
  101 SALTO PILAO     161.00     78.00     62.00     39.00    150.00    400.00     42.00     69.00     28.00     68.00     80.00     47.00
  102 SAO JOSE        448.00    173.00    263.00    595.00    890.00   1133.00    220.00    202.00    145.00    461.00    349.00    216.00
  103 PASSO SAO J     467.00    180.00    273.00    599.00    912.00   1203.00    230.00    209.00    151.00    477.00    362.00    225.00
  104 TRAICAO          73.00     39.00     54.00     53.00     49.00     45.00     29.00     40.00     26.00     35.00     51.00     37.00
  109 PEDREIRA         35.00     16.00     28.00     29.00     24.00     20.00     12.00     20.00     11.00     16.00     29.00     19.00
  110 ERNESTINA        58.00     43.00     51.00     84.00    113.00    102.00     20.00     27.00     14.00     42.00     34.00     20.00
  111 PASSO REAL      287.00    180.00    204.00    371.00    645.00    849.00    221.00    233.00    138.00    322.00    292.00    173.00
  112 JACUI           289.00    181.00    206.00    373.00    651.00    857.00    222.00    235.00    140.00    325.00    294.00    174.00
  113 ITAUBA          326.00    195.00    255.00    427.00    817.00    992.00    233.00    277.00    190.00    409.00    341.00    210.00
  114 D.FRANCISCA     364.00    210.00    309.00    490.00   1007.00   1135.00    244.00    324.00    245.00    501.00    394.00    248.00
  115 G.P.SOUZA        33.00     28.00     27.00     24.00     20.00     29.00     17.00     18.00     14.00     22.00     19.00     27.00
  116 HENRY BORDE       8.00      4.00      6.00      6.00      6.00      5.00      3.00      5.00      2.00      3.00      7.00      4.00
  117 GUARAPIRANG      38.00     23.00     26.00     24.00     25.00     25.00     17.00     20.00     15.00     19.00     22.00     18.00
  118 BILLINGS         35.00     16.00     28.00     29.00     24.00     20.00     12.00     20.00     11.00     16.00     29.00     19.00
  119 BILLINGS         43.00     20.00     34.00     35.00     30.00     25.00     15.00     25.00     13.00     19.00     36.00     23.00
  120 JAGUARI          46.00     21.00     31.00     18.00     24.00     17.00     11.00     13.00      8.00     11.00     17.00     13.00
  121 PARAIBUNA       106.00     56.00     91.00     49.00     50.00     42.00     32.00     34.00     24.00     28.00     45.00     40.00
  122 SANTA BRANC     124.00     66.00    108.00     57.00     58.00     48.00     36.00     38.00     26.00     31.00     52.00     45.00
  123 FUNIL           355.00    202.00    313.00    152.00    166.00    126.00     88.00     95.00     60.00     76.00    140.00    113.00
  125 STA CECILIA     463.00    256.00    377.00    188.00    200.00    155.00    109.00    117.00     72.00     91.00    172.00    152.00
  126 SIMPLICIO       340.00    234.00    340.00    147.00    133.00     83.00     48.00     30.00      0.00     14.00     79.00    100.00
  127 ANTA_ARTF       569.00    324.00    430.00    237.00    223.00    173.00    138.00    120.00     86.00    104.00    169.00    190.00
  129 ANTA            748.00    494.00    607.00    371.00    354.00    281.00    215.00    201.00    134.00    167.00    287.00    291.00
  130 I. POMBOS       823.00    563.00    659.00    407.00    398.00    314.00    247.00    230.00    152.00    191.00    319.00    344.00
  131 NILO PECANH     144.00    144.00    144.00    123.00    123.00    100.00     71.00     76.00     46.00     59.00    111.00     97.00
  132 LAJES            18.00     10.00     17.00     15.00     11.00     11.00      9.00      7.00      3.00      6.00     10.00      6.00
  134 SALTO GRAND      62.00     88.00     77.00     51.00     57.00     38.00     31.00     24.00     19.00     21.00     84.00    180.00
  141 BAGUARI         252.00    303.00    245.00    182.00    184.00    149.00    122.00    107.00     85.00     78.00    216.00    554.00
  144 MASCARENHAS     390.00    503.00    360.00    297.00    283.00    219.00    177.00    149.00    127.00     93.00    290.00    881.00
  145 RONDON II       120.00    138.00    142.00    119.00     95.00     72.00     60.00     55.00     51.00     52.00     83.00     94.00
  148 AIMORES         344.00    436.00    321.00    258.00    250.00    196.00    158.00    135.00    113.00     88.00    265.00    768.00
  149 CANDONGA         80.00     78.00     74.00     54.00     55.00     58.00     50.00     51.00     36.00     39.00     68.00    125.00
  155 RETIRO BAIX      71.00     58.00     52.00     37.00     31.00     24.00     19.00     17.00     11.00     10.00     26.00    132.00
  156 TRES MARIAS     368.00    379.00    247.00    166.00    183.00    101.00     53.00     47.00     30.00     31.00    190.00    705.00
  158 QUEIMADO         20.00     37.00     29.00     22.00     17.00     11.00     10.00      8.00      6.00      4.00     14.00     36.00
  160 ALTO TIETÊ       12.00      6.00      6.00      7.00      7.00      7.00      4.00      7.00      4.00      5.00      8.00      6.00
  161 E.SOUZA         273.00    133.00    136.00    129.00    138.00    116.00     50.00     78.00     38.00     85.00    158.00    105.00
  164 E.SOUZA         200.00     94.00     82.00     76.00     89.00     71.00     21.00     38.00     12.00     50.00    107.00     68.00
  168 SOBRADINHO      736.00   1118.00    729.00    689.00    336.00    333.00    304.00    291.00    250.00    182.00    406.00   1356.00
  169 SOBRADINHO     1289.00   1600.00   1032.00    920.00    510.00    502.00    381.00    343.00    285.00    213.00    465.00   1962.00
  171 ITAPARICA F       0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  172 ITAPARICA      1387.00   1559.00   1120.00    931.00    515.00    509.00    385.00    345.00    289.00    219.00    424.00   1778.00
  173 MOXOTO         1387.00   1559.00   1120.00    931.00    515.00    509.00    385.00    345.00    289.00    219.00    424.00   1778.00
  175 P.AFONSO 12    1387.00   1559.00   1120.00    931.00    515.00    509.00    385.00    345.00    289.00    219.00    424.00   1778.00
  176 COMP. MOXOT    1387.00   1559.00   1120.00    931.00    515.00    509.00    385.00    345.00    289.00    219.00    424.00   1778.00
  178 XINGO          1441.00   1526.00   1172.00    936.00    520.00    511.00    386.00    347.00    290.00    222.00    401.00   1690.00
  183 SA CARVALHO      49.00     49.00     42.00     27.00     27.00     21.00     17.00     13.00     12.00     12.00     35.00     81.00
  187 COUTO MAGAL     122.00    123.00    122.00    101.00     87.00     77.00     68.00     62.00     61.00     68.00     86.00    112.00
  188 ITAPEBI          99.00    322.00     92.00    123.00     49.00     36.00     53.00     44.00     35.00     21.00     59.00    414.00
  190 B. ESPERANC     318.00    631.00    527.00    472.00    288.00    234.00    185.00    179.00    151.00    155.00    227.00    366.00
  191 CANA BRAVA      376.00    810.00    590.00    548.00    284.00    170.00    119.00     99.00    103.00    128.00    272.00    911.00
  196 ROSAL            19.00     19.00     18.00     16.00     17.00     13.00     13.00      9.00      6.00      6.00     25.00     48.00
  197 PICADA           40.00     30.00     32.00     24.00     22.00     19.00     15.00     14.00     11.00     14.00     18.00     27.00
  198 SOBRAGI          82.00     58.00     59.00     43.00     42.00     34.00     28.00     24.00     20.00     29.00     37.00     49.00
  199 ITAOCARA I      862.00    589.00    690.00    426.00    417.00    329.00    259.00    241.00    159.00    200.00    334.00    360.00
  201 TOCOS            13.00      7.00     12.00     11.00      8.00      8.00      6.00      5.00      2.00      4.00      7.00      4.00
  202 LAJES             5.00      3.00      5.00      4.00      3.00      3.00      3.00      2.00      1.00      2.00      3.00      2.00
  203 SANTANA          19.00     10.00     17.00     16.00     12.00     11.00      9.00      8.00      3.00      6.00     10.00      6.00
  204 CACH.CALDEI     571.00   1347.00   2303.00   1992.00   1738.00   1399.00   1005.00    543.00    432.00    235.00    123.00    251.00
  205 CORUMBA IV       76.00    126.00    100.00     88.00     58.00     37.00     30.00     27.00     20.00     14.00     35.00    135.00
  206 MIRANDA         301.00    333.00    219.00    159.00    165.00    123.00     91.00     69.00     52.00     78.00    156.00    355.00
  207 CAPIM BRANC     302.00    334.00    221.00    160.00    166.00    123.00     92.00     70.00     52.00     77.00    156.00    358.00
  209 CORUMBA I       243.00    351.00    268.00    237.00    166.00    109.00     79.00     67.00     50.00     55.00    161.00    448.00
  211 FUNIL-GRAND     312.00    218.00    197.00    140.00    136.00    115.00     88.00     72.00     59.00     87.00    118.00    222.00
  215 BARRA GRAND     283.00    134.00     65.00    122.00    544.00    925.00     80.00    133.00     61.00    265.00    129.00    151.00
  216 CAMPOS NOVO     417.00    210.00    140.00    106.00    492.00   1502.00    142.00    165.00     72.00    178.00    217.00    141.00
  217 MACHADINHO      864.00    459.00    269.00    322.00   1288.00   3135.00    319.00    390.00    192.00    593.00    474.00    344.00
  220 MONJOLINHO       56.00     53.00     55.00    160.00    328.00    430.00     65.00     83.00     37.00    145.00    138.00     57.00
  222 SALTO CAXIA    1774.00   1518.00   1094.00    634.00   1481.00   2830.00    572.00    655.00    317.00   2196.00   2888.00   1173.00
  225 SLT APIACAS     379.00    476.00    511.00    376.00    187.00     75.00     40.00     25.00     20.00     31.00     76.00    213.00
  227 SINOP          1148.00   1658.00   1784.00   1405.00    894.00    594.00    441.00    381.00    324.00    382.00    544.00    953.00
  228 COLIDER        1173.00   1716.00   1811.00   1284.00    916.00    675.00    503.00    399.00    342.00    400.00    564.00    998.00
  229 TELES PIRES    2715.00   4410.00   5070.00   4029.00   2325.00   1270.00    793.00    613.00    457.00    602.00    955.00   2125.00
  230 SAO MANOEL     2739.00   4450.00   5116.00   4066.00   2346.00   1281.00    800.00    619.00    462.00    607.00    502.00   2125.00
  237 BARRA BONIT     921.00    626.00    558.00    426.00    675.00    548.00    269.00    296.00    178.00    265.00    458.00    331.00
  238 A.S.LIMA       1018.00    717.00    639.00    485.00    764.00    614.00    317.00    339.00    212.00    297.00    510.00    368.00
  239 IBITINGA       1212.00    888.00    793.00    600.00    935.00    739.00    407.00    422.00    279.00    361.00    610.00    442.00
  240 PROMISSAO      1405.00   1024.00    897.00    696.00   1104.00    869.00    487.00    521.00    337.00    422.00    781.00    546.00
  241 SALTO DO RI     252.00    244.00    300.00    209.00    174.00    140.00    123.00    115.00     94.00    101.00    167.00    190.00
  242 NAVANHANDAV    1478.00   1081.00    940.00    730.00   1172.00    921.00    520.00    560.00    361.00    443.00    848.00    587.00
  243 T.IRMAOS       1494.00   1159.00    989.00    730.00   1209.00    952.00    543.00    572.00    382.00    431.00    867.00    647.00
  244 I.SOLT. EQV    7039.00   6854.00   6189.00   4690.00   4869.00   3521.00   2535.00   2257.00   1613.00   1805.00   3983.00   6576.00
  245 JUPIA          7687.00   7584.00   6838.00   5274.00   5342.00   3945.00   2945.00   2696.00   2011.00   2274.00   4521.00   7179.00
  246 P.PRIMAVERA    8741.00   9309.00   7992.00   6470.00   6830.00   5226.00   3809.00   3699.00   2753.00   3116.00   5416.00   8524.00
  247 CACU            212.00    242.00    314.00    216.00    164.00    119.00     97.00     80.00     59.00     62.00    137.00    190.00
  248 BARRA DOS C     219.00    252.00    327.00    225.00    172.00    124.00    101.00     84.00     61.00     64.00    142.00    198.00
  249 OURINHOS        746.00    658.00    390.00    380.00    651.00    824.00    365.00    322.00    208.00    281.00    554.00    466.00
  251 SERRA FACAO      85.00    177.00    121.00     72.00     65.00     37.00     28.00     22.00     18.00     15.00     68.00    227.00
  252 ITIQUIRA II      70.00    101.00     92.00     88.00     72.00     68.00     48.00     51.00     42.00     45.00     62.00     86.00
  253 SAO SALVADO     402.00    880.00    644.00    627.00    309.00    184.00    129.00    106.00    108.00    132.00    300.00    980.00
  254 P.CAVALO          4.00      3.00      3.00     28.00      8.00     27.00     21.00     14.00      6.00     10.00     27.00     17.00
  255 IRAPE            45.00    152.00     66.00     29.00     16.00     10.00      9.00      8.00      8.00      7.00     16.00    166.00
  257 PEIXE ANGIC     635.00   1485.00   1093.00   1196.00    477.00    275.00    200.00    164.00    150.00    180.00    540.00   1530.00
  258 MURTA            52.00    174.00     69.00     41.00     20.00     13.00     15.00     13.00     11.00      9.00     22.00    198.00
  259 ITIQUIRA I       70.00    101.00     92.00     88.00     72.00     68.00     48.00     51.00     42.00     45.00     62.00     86.00
  261 FOZ DO RIO      232.00    267.00    351.00    243.00    185.00    133.00    108.00     90.00     66.00     68.00    150.00    213.00
  262 GUILMAN-AMO      46.00     45.00     40.00     25.00     25.00     20.00     15.00     12.00     11.00     12.00     33.00     73.00
  263 P. ESTRELA       64.00     92.00     79.00     53.00     59.00     39.00     32.00     24.00     19.00     21.00     85.00    187.00
  265 TRAIRA           15.00     22.00     13.00     13.00     11.00      8.00      6.00      5.00      5.00      2.00      8.00     38.00
  266 ITAIPU        13204.00  15263.00  11921.00  10684.00  12942.00  13285.00   7422.00   7213.00   5308.00   7048.00  13287.00  14616.00
  267 BAU I            79.00     77.00     73.00     54.00     55.00     58.00     50.00     51.00     36.00     39.00     67.00    124.00
  269 BALBINA         772.00   1001.00   1315.00   1220.00    960.00    602.00    464.00    249.00    326.00    371.00    410.00    515.00
  270 SERRA MESA      347.00    735.00    533.00    471.00    260.00    158.00    109.00     91.00     98.00    123.00    243.00    841.00
  271 ESTREITO TO    1750.00   4622.00   3813.00   3894.00   1584.00    997.00    725.00    636.00    527.00    583.00   1315.00   3067.00
  273 LAJEADO         852.00   2090.00   1549.00   1837.00    681.00    383.00    279.00    228.00    194.00    218.00    765.00   2092.00
  274 S. QUEBRADA    2151.00   5381.00   5888.00   5594.00   2599.00   1210.00    707.00    537.00    415.00    432.00   1166.00   3171.00
  275 TUCURUI        6087.00  15352.00  19035.00  16978.00   8410.00   3714.00   2005.00   1474.00   1083.00   1080.00   2380.00   6442.00
  276 SANTA ISABE    3323.00   8418.00  11099.00   9611.00   4906.00   2114.00   1096.00    791.00    564.00    547.00   1025.00   2761.00
  277 CURUA-UNA       132.00    226.00    346.00    513.00    339.00    203.00    138.00    121.00     96.00     88.00     85.00    106.00
  278 MANSO           229.00    367.00    374.00    185.00    113.00     63.00     57.00     55.00     49.00     51.00    131.00    308.00
  279 SAMUEL          550.00    666.00    961.00    718.00    381.00    139.00     65.00     42.00     31.00     37.00    156.00    440.00
  280 COARACY NUN     571.00   1351.00   2305.00   2001.00   1745.00   1403.00   1010.00    546.00    433.00    237.00    124.00    251.00
  281 PONTE PEDRA      95.00    102.00     98.00     89.00     80.00     74.00     70.00     73.00     64.00     70.00     79.00     88.00
  282 OLHO DAGUA      108.00    129.00    110.00     98.00     85.00     77.00     67.00     70.00     61.00     65.00     81.00    103.00
  283 STA CLARA M      17.00     78.00     13.00     18.00     12.00     10.00     23.00     18.00      8.00      6.00     25.00    127.00
  284 14 DE JULHO     246.00     92.00    151.00    194.00    526.00    846.00     83.00    119.00    114.00    475.00    201.00    127.00
  285 JIRAU         19592.00  23357.00  32615.00  32004.00  26223.00  19652.00  10726.00   5695.00   4863.00   4202.00   9150.00  16095.00
  286 QUEBRA QUEI      88.00     45.00     51.00     24.00     72.00    182.00     31.00     36.00     17.00    104.00    150.00     52.00
  287 STO ANTONIO   19607.00  23402.00  33107.00  32480.00  26865.00  20236.00  11121.00   5825.00   4980.00   4235.00   9068.00  16147.00
  288 PIMENTAL       7069.00  15052.00  22092.00  18756.00  10727.00   5075.00   2087.00   1120.00    732.00    604.00   1080.00   3244.00
  289 ITUMIRIM         71.00     85.00     73.00     65.00     56.00     51.00     44.00     46.00     40.00     43.00     53.00     68.00
  290 STO ANT JAR     483.00    977.00   2283.00   1971.00   2470.00   1624.00   1331.00    747.00    463.00    268.00    150.00    137.00
  291 DARDANELOS      414.00    922.00    870.00    837.00    576.00    237.00    113.00     61.00     37.00     39.00     87.00    187.00
  292 BELO MONTE     5969.00  13452.00  13900.00  10756.00   6727.00   3075.00    887.00    220.00      0.00      0.00    280.00   2344.00
  293 BELO MONTE     1595.00   2654.00   9738.00   9313.00   4751.00   2355.00   1346.00    978.00    783.00    646.00    876.00   1127.00
  294 SALTO           237.00    226.00    273.00    188.00    158.00    128.00    112.00    106.00     87.00     93.00    157.00    173.00
  295 JAURU            83.00     95.00    101.00     91.00     83.00     76.00     70.00     72.00     66.00     70.00     75.00     82.00
  296 GUAPORE          37.00     43.00     48.00     44.00     40.00     36.00     33.00     34.00     31.00     33.00     35.00     38.00
  297 FERREIRA GO     574.00   1361.00   2319.00   2019.00   1762.00   1414.00   1019.00    552.00    436.00    239.00    125.00    252.00
  298 STA CECILIA     160.00    160.00    160.00    118.00    119.00     97.00     68.00     73.00     45.00     57.00    108.00     95.00
  299 I. POMBOS       644.00    393.00    482.00    273.00    267.00    206.00    170.00    149.00    104.00    128.00    201.00    243.00
  300 VIGARIO           0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  301 BILLINGS AN      35.00     16.00     28.00     29.00     24.00     20.00     12.00     20.00     11.00     16.00     29.00     19.00
  302 PIMENTAL AR    1100.00   1600.00   8192.00   8000.00   4000.00   2000.00   1200.00    900.00    732.00    604.00    800.00    900.00
  303 FONTES           39.00     29.00     38.00     15.00     11.00     11.00      9.00      7.00      3.00      6.00     10.00      6.00
  304 SANTANA           0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  306 P. PASSOS       183.00    173.00    182.00    138.00    134.00    111.00     80.00     83.00     49.00     65.00    121.00    103.00
  313 ITAGUACU        320.00    358.00    362.00    280.00    196.00    154.00    129.00    112.00    115.00    142.00    184.00    258.00
  314 ITAOCARA I      683.00    419.00    513.00    292.00    286.00    221.00    182.00    160.00    111.00    137.00    216.00    259.00
  315 SANTANA         166.00    163.00    165.00    123.00    123.00    100.00     71.00     76.00     46.00     59.00    111.00     97.00
  316 VIGARIO         166.00    163.00    165.00    123.00    123.00    100.00     71.00     76.00     46.00     59.00    111.00     97.00
  317 TOCOS             0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00      0.00
  318 HENRY BORDE     101.00     52.00     68.00     67.00     64.00     57.00     34.00     49.00     29.00     43.00     69.00     48.00
  319 BILLINGS         93.00     48.00     62.00     61.00     58.00     52.00     31.00     44.00     27.00     40.00     62.00     44.00
  320 BILLINGS_PE      43.00     20.00     34.00     35.00     30.00     25.00     15.00     25.00     13.00     19.00     36.00     23.00
